x	=	0,957398	y	=	2,79596	f(x)	=	2,7671
x	=	1,67209	y	=	2,22499	f(x)	=	2,4599
x	=	2,09483	y	=	0,886515	f(x)	=	2,69293
x	=	1,30816	y	=	1,50777	f(x)	=	2,51735
x	=	3,75917	y	=	3,10023	f(x)	=	3,05343
x	=	2,11513	y	=	3,26233	f(x)	=	2,7094
x	=	2,23811	y	=	1,26363	f(x)	=	2,81337
x	=	0,120128	y	=	0,741776	f(x)	=	3,30578
x	=	2,29968	y	=	1,18805	f(x)	=	2,86671
x	=	2,81864	y	=	2,88942	f(x)	=	3,23981
x	=	2,14321	y	=	2,75926	f(x)	=	2,73258
x	=	0,605592	y	=	1,49767	f(x)	=	3,06264
x	=	0,843547	y	=	2,0317	f(x)	=	2,86529
x	=	3,74288	y	=	2,73194	f(x)	=	3,06593
x	=	1,04136	y	=	3,06401	f(x)	=	2,69728
x	=	2,1653	y	=	2,56423	f(x)	=	2,7511
x	=	0,838498	y	=	0,697804	f(x)	=	2,86967
x	=	3,62564	y	=	0,00831469	f(x)	=	3,14916
x	=	2,68695	y	=	1,79619	f(x)	=	3,16793
x	=	3,00516	y	=	2,22164	f(x)	=	3,30265
x	=	4,79991	y	=	0,535596	f(x)	=	2,45728
x	=	0,565611	y	=	2,43359	f(x)	=	3,09255
x	=	2,56885	y	=	2,65705	f(x)	=	3,08732
x	=	2,05268	y	=	1,69979	f(x)	=	2,65968
x	=	1,69525	y	=	2,00803	f(x)	=	2,46517
x	=	2,74964	y	=	2,41714	f(x)	=	3,20475
x	=	1,20186	y	=	2,1043	f(x)	=	2,57881
x	=	0,254412	y	=	0,774923	f(x)	=	3,26853
x	=	1,32	y	=	2,12413	f(x)	=	2,51157
x	=	3,96918	y	=	2,68652	f(x)	=	2,87912
x	=	3,24793	y	=	0,0586939	f(x)	=	3,30812
x	=	0,354701	y	=	3,2285	f(x)	=	3,22442
x	=	1,89602	y	=	0,128344	f(x)	=	2,55156
x	=	4,00037	y	=	0,416428	f(x)	=	2,85209
x	=	3,23178	y	=	1,69268	f(x)	=	3,3105
x	=	3,26324	y	=	2,30085	f(x)	=	3,30551
x	=	0,99816	y	=	1,92622	f(x)	=	2,73277
x	=	2,58928	y	=	1,88921	f(x)	=	3,1022
x	=	1,02865	y	=	2,39321	f(x)	=	2,70761
x	=	2,15926	y	=	0,790638	f(x)	=	2,74602
x	=	2,17514	y	=	2,76913	f(x)	=	2,75942
x	=	1,52456	y	=	0,315875	f(x)	=	2,45167
x	=	3,34503	y	=	1,61157	f(x)	=	3,28571
x	=	0,606206	y	=	0,851354	f(x)	=	3,06217
x	=	1,51164	y	=	2,58544	f(x)	=	2,45305
x	=	4,77188	y	=	0,935689	f(x)	=	2,45309
x	=	3,28889	y	=	2,62188	f(x)	=	3,30035
x	=	4,82365	y	=	0,186183	f(x)	=	2,46204
x	=	1,02372	y	=	0,898682	f(x)	=	2,71164
x	=	2,52019	y	=	1,38114	f(x)	=	3,05047
x	=	2,40059	y	=	1,40713	f(x)	=	2,95325
x	=	1,1228	y	=	1,30144	f(x)	=	2,63403
x	=	2,16935	y	=	2,83392	f(x)	=	2,75452
x	=	4,06074	y	=	2,07304	f(x)	=	2,79986
x	=	0,890362	y	=	0,618359	f(x)	=	2,82472
x	=	3,11318	y	=	2,73719	f(x)	=	3,31602
x	=	2,92866	y	=	1,98559	f(x)	=	3,28279
x	=	2,1233	y	=	1,70304	f(x)	=	2,71609
x	=	4,92063	y	=	1,18442	f(x)	=	2,49273
x	=	2,67284	y	=	1,13927	f(x)	=	3,15904
x	=	1,28866	y	=	1,98115	f(x)	=	2,52736
x	=	2,03607	y	=	1,22553	f(x)	=	2,64698
x	=	0,774052	y	=	3,2204	f(x)	=	2,92519
x	=	1,90297	y	=	2,26327	f(x)	=	2,55572
x	=	1,49415	y	=	0,095681	f(x)	=	2,45547
x	=	4,29766	y	=	1,87045	f(x)	=	2,60994
x	=	3,85563	y	=	1,59236	f(x)	=	2,97584
x	=	1,4443	y	=	0,684293	f(x)	=	2,46568
x	=	1,1465	y	=	1,49158	f(x)	=	2,61676
x	=	1,68004	y	=	2,07637	f(x)	=	2,46159
x	=	1,62669	y	=	1,70136	f(x)	=	2,45267
x	=	0,583571	y	=	0,684381	f(x)	=	3,07928
x	=	4,68089	y	=	2,50423	f(x)	=	2,4505
x	=	4,34669	y	=	2,94163	f(x)	=	2,57671
x	=	0,346278	y	=	0,667095	f(x)	=	3,22863
x	=	0,327182	y	=	3,0707	f(x)	=	3,23784
x	=	2,14165	y	=	2,14215	f(x)	=	2,73128
x	=	4,14068	y	=	0,174642	f(x)	=	2,73199
x	=	3,76966	y	=	0,877547	f(x)	=	3,04528
x	=	4,42797	y	=	1,39947	f(x)	=	2,52857
x	=	2,94454	y	=	2,36531	f(x)	=	3,28761
x	=	3,23341	y	=	2,64286	f(x)	=	3,31028
x	=	2,93774	y	=	0,189497	f(x)	=	3,28559
x	=	0,407302	y	=	2,78389	f(x)	=	3,19615
x	=	4,53597	y	=	2,76473	f(x)	=	2,48073
x	=	0,191696	y	=	1,53844	f(x)	=	3,28915
x	=	1,15353	y	=	3,1054	f(x)	=	2,61174
x	=	2,79242	y	=	0,650563	f(x)	=	3,22719
x	=	0,581873	y	=	0,940582	f(x)	=	3,08054
x	=	0,732	y	=	1,54955	f(x)	=	2,96083
x	=	1,68973	y	=	1,60785	f(x)	=	2,46382
x	=	3,60767	y	=	1,88272	f(x)	=	3,16074
x	=	3,96289	y	=	2,30283	f(x)	=	2,88456
x	=	1,12877	y	=	0,576389	f(x)	=	2,62963
x	=	3,38939	y	=	1,21709	f(x)	=	3,27096
x	=	2,03756	y	=	1,07766	f(x)	=	2,64811
x	=	0,260318	y	=	2,16065	f(x)	=	3,26631
x	=	4,80536	y	=	1,63156	f(x)	=	2,45827
x	=	0,933776	y	=	1,13069	f(x)	=	2,78728
x	=	2,34618	y	=	0,277134	f(x)	=	2,90687
x	=	3,98794	y	=	0,94774	f(x)	=	2,86287
x	=	2,43641	y	=	1,28351	f(x)	=	2,98318
x	=	3,47594	y	=	0,735106	f(x)	=	3,23444
x	=	1,378	y	=	0,368174	f(x)	=	2,48668
x	=	1,90175	y	=	0,742393	f(x)	=	2,55499
x	=	3,70373	y	=	1,9616	f(x)	=	3,09509
x	=	1,4119	y	=	2,57339	f(x)	=	2,47491
x	=	3,5442	y	=	0,170378	f(x)	=	3,19881
x	=	3,77596	y	=	2,02967	f(x)	=	3,04035
x	=	3,66638	y	=	1,13532	f(x)	=	3,12167
x	=	4,92631	y	=	1,15232	f(x)	=	2,49506
x	=	2,79942	y	=	1,64197	f(x)	=	3,23065
x	=	4,83023	y	=	0,780247	f(x)	=	2,46356
x	=	0,704768	y	=	2,70357	f(x)	=	2,98352
x	=	3,9272	y	=	2,45518	f(x)	=	2,91529
x	=	2,83466	y	=	3,23468	f(x)	=	3,24709
x	=	0,989791	y	=	1,93943	f(x)	=	2,73976
x	=	1,01052	y	=	1,86364	f(x)	=	2,72251
x	=	1,49837	y	=	2,59307	f(x)	=	2,45483
x	=	1,69226	y	=	1,26562	f(x)	=	2,46443
x	=	1,5247	y	=	2,78262	f(x)	=	2,45166
x	=	1,94736	y	=	3,25282	f(x)	=	2,58382
x	=	4,00428	y	=	0,0122495	f(x)	=	2,8487
x	=	2,13884	y	=	1,08026	f(x)	=	2,72895
x	=	0,719768	y	=	2,88301	f(x)	=	2,97106
x	=	3,06487	y	=	3,04184	f(x)	=	3,31219
x	=	2,74695	y	=	1,0996	f(x)	=	3,20326
x	=	4,58982	y	=	0,060112	f(x)	=	2,4647
x	=	1,50782	y	=	0,00318162	f(x)	=	2,45353
x	=	1,16821	y	=	1,95243	f(x)	=	2,60145
x	=	3,41088	y	=	2,02664	f(x)	=	3,26284
x	=	1,18986	y	=	1,29606	f(x)	=	2,58672
x	=	2,85534	y	=	3,00666	f(x)	=	3,25597
x	=	2,48518	y	=	1,31165	f(x)	=	3,02288
x	=	1,17731	y	=	3,24801	f(x)	=	2,59519
x	=	4,88329	y	=	3,09263	f(x)	=	2,47884
x	=	1,51409	y	=	2,46869	f(x)	=	2,45277
x	=	0,290142	y	=	3,07071	f(x)	=	3,25435
x	=	4,43482	y	=	2,38571	f(x)	=	2,52496
x	=	4,35454	y	=	2,91664	f(x)	=	2,57165
x	=	2,37207	y	=	2,55258	f(x)	=	2,92906
x	=	3,40371	y	=	2,66435	f(x)	=	3,26562
x	=	4,56922	y	=	3,25057	f(x)	=	2,47018
x	=	3,91332	y	=	2,82626	f(x)	=	2,92717
x	=	0,221665	y	=	2,37377	f(x)	=	3,27999
x	=	0,699065	y	=	2,33227	f(x)	=	2,98823
x	=	0,393018	y	=	1,7832	f(x)	=	3,20416
x	=	3,01911	y	=	0,569519	f(x)	=	3,30535
x	=	0,127357	y	=	1,24854	f(x)	=	3,30444
x	=	4,09812	y	=	2,60127	f(x)	=	2,76784
x	=	2,44205	y	=	1,57656	f(x)	=	2,98784
x	=	0,219444	y	=	1,34512	f(x)	=	3,28071
x	=	2,643	y	=	3,09619	f(x)	=	3,13953
x	=	0,0520084	y	=	0,598137	f(x)	=	3,31459
