Радиус	R		5														
xi	=	-3,86691	yi	=	-2,95972											-5	0
xi	=	-1,44729	yi	=	4,57294											0	5
xi	=	-2,14865	yi	=	1,72224											5	0
xi	=	-4,99181	yi	=	1,873											0	-5
xi	=	0,534342	yi	=	1,63394												
xi	=	-3,39994	yi	=	-4,67905												
xi	=	-4,72344	yi	=	-2,14576												
xi	=	1,25653	yi	=	-2,94722												
xi	=	1,41017	yi	=	4,70397												
xi	=	-1,37708	yi	=	-3,18726												
xi	=	-1,85028	yi	=	-2,38468												
xi	=	-2,26532	yi	=	-2,67552												
xi	=	-1,86741	yi	=	-4,65975												
xi	=	0,183601	yi	=	2,94913												
xi	=	-3,60957	yi	=	-4,99133												
xi	=	-0,0163336	yi	=	-3,55116												
xi	=	2,11484	yi	=	-2,74717												
xi	=	0,570107	yi	=	-3,22945												
xi	=	0,219803	yi	=	-2,97238												
xi	=	4,09337	yi	=	4,12163												
xi	=	3,46911	yi	=	1,14005												
xi	=	-0,0964428	yi	=	-2,49815												
xi	=	-1,66579	yi	=	-4,34544												
xi	=	4,94923	yi	=	-1,62545												
xi	=	1,23099	yi	=	-3,73454												
xi	=	-0,574914	yi	=	0,582458												
xi	=	-0,206198	yi	=	0,136863												
xi	=	4,64732	yi	=	-4,15177												
xi	=	-2,66579	yi	=	2,01108												
xi	=	-1,57131	yi	=	-1,10153												
xi	=	-0,600329	yi	=	-2,64214												
xi	=	3,70997	yi	=	4,55953												
xi	=	-1,50016	yi	=	-1,87501												
xi	=	0,0433227	yi	=	3,06019												
xi	=	-0,916593	yi	=	3,80237												
xi	=	-1,96479	yi	=	-2,54364												
xi	=	-4,51418	yi	=	4,77338												
xi	=	3,18751	yi	=	-1,16201												
xi	=	3,12316	yi	=	-3,49383												
xi	=	-4,42691	yi	=	-4,7492												
xi	=	3,49432	yi	=	2,51267												
xi	=	-2,63582	yi	=	-4,15803												
xi	=	3,04508	yi	=	0,472649												
xi	=	-0,261133	yi	=	4,8352												
xi	=	4,8254	yi	=	4,11597												
xi	=	0,980432	yi	=	-0,409898												
xi	=	-0,566769	yi	=	1,90567												
xi	=	1,44058	yi	=	0,590477												
xi	=	2,31887	yi	=	4,34355												
xi	=	3,55827	yi	=	0,975579												
xi	=	-2,13837	yi	=	-1,98308												
xi	=	-3,06865	yi	=	2,67112												
xi	=	-2,98618	yi	=	4,41303												
xi	=	-3,90376	yi	=	1,55363												
xi	=	-0,0739198	yi	=	2,62127												
xi	=	3,91247	yi	=	-4,30356												
xi	=	4,05323	yi	=	-2,00365												
xi	=	-4,89555	yi	=	0,975793												
xi	=	-4,3252	yi	=	4,39642												
xi	=	-1,76062	yi	=	-2,85677												
xi	=	-2,70961	yi	=	2,1298												
xi	=	4,99249	yi	=	-3,84179												
xi	=	0,0050714	yi	=	0,415659												
xi	=	-2,88142	yi	=	2,51926												
xi	=	-1,63527	yi	=	-2,68121												
xi	=	4,4568	yi	=	-4,61085												
xi	=	3,2064	yi	=	-4,00571												
xi	=	-2,46451	yi	=	1,00348												
xi	=	4,46244	yi	=	3,3627												
xi	=	-3,30889	yi	=	2,86237												
xi	=	-1,22332	yi	=	0,710488												
xi	=	-3,1664	yi	=	4,16685												
xi	=	2,4915	yi	=	-3,49564												
xi	=	-4,0314	yi	=	-0,805801												
xi	=	-3,00326	yi	=	1,00875												
xi	=	4,51835	yi	=	-1,89428												
xi	=	-1,99895	yi	=	-1,79398												
xi	=	2,27707	yi	=	4,55745												
xi	=	-2,30621	yi	=	-2,33687												
xi	=	-0,159166	yi	=	-1,5391												
xi	=	-2,45487	yi	=	4,00243												
xi	=	1,11364	yi	=	-2,49513												
xi	=	1,19162	yi	=	-3,13779												
xi	=	1,05988	yi	=	-3,37809												
xi	=	-0,124189	yi	=	2,81829												
xi	=	0,479046	yi	=	3,34357												
xi	=	0,756382	yi	=	-0,0187194												
xi	=	-2,888	yi	=	-1,88246												
xi	=	-3,12031	yi	=	3,8381												
xi	=	1,5482	yi	=	-0,79609												
xi	=	-3,99581	yi	=	2,285												
xi	=	-2,60387	yi	=	-1,19046												
xi	=	-0,292378	yi	=	3,18727												
xi	=	-3,19497	yi	=	-1,2034												
xi	=	1,2817	yi	=	-2,9652												
xi	=	-1,51166	yi	=	-3,69313												
xi	=	1,75084	yi	=	-4,0421												
xi	=	-1,53713	yi	=	-0,989069												
xi	=	-3,77721	yi	=	3,18815												
xi	=	-3,04543	yi	=	-0,931205												
