x	=	-1,21739	y	=	-0,933048		x	=	-1,93372	y	=	-3,48156
x	=	3,36426	y	=	-0,732633		x	=	2,70885	y	=	-2,24052
x	=	-3,54904	y	=	-0,379629		x	=	-1,71148	y	=	3,01573
x	=	0,371923	y	=	1,89079		x	=	-1,2742	y	=	-2,80616
x	=	0,143709	y	=	1,30365		x	=	-2,54209	y	=	-2,96497
x	=	-1,59899	y	=	-1,92413		x	=	3,68585	y	=	1,59798
x	=	-0,857683	y	=	-0,651005		x	=	-1,98044	y	=	3,90667
x	=	-0,603011	y	=	-1,92113		x	=	-1,67293	y	=	-2,70439
x	=	3,19011	y	=	-0,680698		x	=	-0,282406	y	=	3,53532
x	=	2,22614	y	=	1,20793		x	=	3,25752	y	=	2,87223
x	=	3,13853	y	=	-0,45268		x	=	-0,313127	y	=	-3,31996
x	=	2,49698	y	=	2,26035		x	=	0,294706	y	=	3,56694
x	=	-0,384708	y	=	0,504961		x	=	-2,85631	y	=	-2,20494
x	=	1,90895	y	=	0,57674		x	=	1,46383	y	=	-2,97503
x	=	0,136477	y	=	0,46245		x	=	-3,94294	y	=	3,32819
x	=	-1,9891	y	=	-0,411869		x	=	-0,000151215	y	=	-3,37845
x	=	-1,37558	y	=	-0,188217		x	=	0,441037	y	=	-3,77486
x	=	1,28016	y	=	-0,91343		x	=	-0,373673	y	=	-2,78489
x	=	-0,307637	y	=	-2,05055		x	=	0,221778	y	=	-2,47473
x	=	2,22058	y	=	-2,26299		x	=	0,949231	y	=	-3,88384
x	=	-2,89884	y	=	0,468966		x	=	2,3428	y	=	-2,70736
x	=	-2,53835	y	=	-2,02418		x	=	-3,74063	y	=	3,26285
x	=	2,27933	y	=	1,74098		x	=	0,521657	y	=	-3,99533
x	=	2,97051	y	=	1,93518		x	=	-0,964366	y	=	3,65763
x	=	0,647237	y	=	1,10434		x	=	-3,85662	y	=	3,94334
x	=	0,998171	y	=	-2,33833		x	=	-1,20351	y	=	3,18712
x	=	-1,32549	y	=	1,53964		x	=	0,917679	y	=	3,541
x	=	-3,02538	y	=	-0,1075		x	=	2,27521	y	=	-2,40584
x	=	-3,11211	y	=	-0,537098		x	=	-3,9542	y	=	-2,90406
x	=	0,87205	y	=	1,94544		x	=	1,40155	y	=	2,56128
x	=	-1,9649	y	=	1,23461		x	=	1,23295	y	=	-3,85123
x	=	2,63432	y	=	1,79619		x	=	-1,97163	y	=	3,35302
x	=	1,80649	y	=	1,83055		x	=	-2,51487	y	=	3,98329
x	=	2,7765	y	=	2,10938		x	=	3,67334	y	=	-3,36081
x	=	-1,44931	y	=	0,943776		x	=	3,97176	y	=	-2,97402
x	=	2,77954	y	=	-0,240061		x	=	0,95602	y	=	-3,04511
x	=	2,11702	y	=	-1,69884		x	=	1,58218	y	=	-3,52202
x	=	-2,19331	y	=	-1,76385		x	=	1,37442	y	=	-2,98852
x	=	1,3427	y	=	0,132635		x	=	2,87452	y	=	-3,32251
x	=	-2,27	y	=	-1,23062		x	=	-3,92902	y	=	-2,52915
x	=	-1,52051	y	=	2,05422		x	=	-2,83561	y	=	2,46308
x	=	-0,7269	y	=	-0,0584845		x	=	-3,91572	y	=	0,692966
x	=	-3,17509	y	=	-1,37081		x	=	-1,84702	y	=	-2,8334
x	=	2,05632	y	=	-1,56158		x	=	0,883987	y	=	-3,42501
x	=	-0,470302	y	=	-0,415862		x	=	-1,94004	y	=	-3,54402
x	=	-0,451933	y	=	-1,39737		x	=	2,44896	y	=	2,92976
x	=	2,39607	y	=	-1,35635		x	=	-2,53653	y	=	3,86971
x	=	-3,56242	y	=	1,00032		x	=	3,51728	y	=	3,8707
x	=	-3,09295	y	=	-0,128263		x	=	3,99441	y	=	-0,490696
x	=	-1,40868	y	=	-1,12551		x	=	2,69885	y	=	-3,63967
x	=	0,135372	y	=	1,05191		x	=	2,7715	y	=	-2,16435
x	=	2,35673	y	=	0,751314		x	=	-1,3298	y	=	-3,6149
x	=	1,69645	y	=	-0,665942		x	=	2,48547	y	=	3,00931
x	=	3,00478	y	=	-0,113745		x	=	-2,25181	y	=	3,68373
x	=	0,926947	y	=	0,807202		x	=	-3,41295	y	=	-3,90859
x	=	1,81303	y	=	0,211499		x	=	1,49745	y	=	3,49885
x	=	-0,143794	y	=	-2,11627		x	=	3,94095	y	=	-2,44718
x	=	0,250434	y	=	2,22588		x	=	2,62202	y	=	2,77236
x	=	0,0702151	y	=	-1,65549		x	=	1,0431	y	=	2,55694
x	=	3,21421	y	=	0,876713		x	=	2,99807	y	=	3,56667
x	=	0,893958	y	=	2,11434		x	=	0,16401	y	=	-3,21527
x	=	-1,02947	y	=	2,19651		x	=	-0,0386903	y	=	-2,88318
x	=	-1,49069	y	=	2,2019		x	=	-0,234996	y	=	-3,31364
x	=	-2,75489	y	=	-1,53297		x	=	-3,99452	y	=	3,02365
x	=	0,550827	y	=	0,7037		x	=	0,30455	y	=	3,84022
x	=	-0,383565	y	=	-0,479653		x	=	2,65724	y	=	2,59622
x	=	2,2281	y	=	-1,8127		x	=	-1,39462	y	=	2,69376
x	=	-2,96053	y	=	-1,82419		x	=	-2,05111	y	=	2,91223
x	=	-3,68582	y	=	0,00311553		x	=	3,34534	y	=	3,05452
x	=	2,91382	y	=	-1,73032		x	=	1,6036	y	=	3,37975
x	=	1,53778	y	=	2,49814		x	=	0,925536	y	=	-3,67354
x	=	2,93946	y	=	-0,806909		x	=	3,95842	y	=	0,933715
x	=	-1,13282	y	=	0,825395		x	=	3,59631	y	=	1,63639
x	=	-1,22983	y	=	0,884967		x	=	-2,99566	y	=	-3,5891
x	=	0,0477727	y	=	0,392345		x	=	3,82871	y	=	1,00725
x	=	-0,163191	y	=	0,304757		x	=	3,84386	y	=	-2,72026
x	=	-2,24001	y	=	0,717847		x	=	-2,21756	y	=	3,70887
x	=	3,71029	y	=	0,192933		x	=	3,61879	y	=	1,88443
x	=	2,08259	y	=	-1,60086		x	=	-2,65666	y	=	-2,98053
x	=	1,57614	y	=	0,784582		x	=	2,50113	y	=	3,31723
x	=	1,2262	y	=	1,89175		x	=	-1,06445	y	=	-2,65853
x	=	-0,763893	y	=	0,78912		x	=	-0,917509	y	=	2,69568
x	=	1,50494	y	=	1,0888		x	=	-2,05849	y	=	-3,17577
x	=	-3,4202	y	=	-0,402072		x	=	2,55538	y	=	-2,50419
x	=	-1,47501	y	=	1,38546		x	=	-3,71966	y	=	3,76236
x	=	-2,29947	y	=	2,11108		x	=	1,07627	y	=	-3,44133
x	=	2,92291	y	=	-1,05766		x	=	3,92562	y	=	-0,752511
x	=	1,35146	y	=	-1,58383		x	=	2,22094	y	=	2,96658
x	=	-2,38785	y	=	0,694619		x	=	-2,91361	y	=	-2,8922
x	=	-2,6992	y	=	2,08866		x	=	-3,50347	y	=	2,91256
x	=	-0,893793	y	=	-0,892693		x	=	-3,02286	y	=	-3,62806
x	=	1,90324	y	=	0,552457		x	=	-3,05624	y	=	2,38467
x	=	2,09359	y	=	1,78933		x	=	-0,807843	y	=	3,46282
x	=	0,335439	y	=	-1,16104		x	=	-3,25354	y	=	3,01717
x	=	0,851064	y	=	-1,20051		x	=	-3,33662	y	=	2,2176
x	=	0,58877	y	=	-1,169		x	=	-3,24492	y	=	3,03429
x	=	1,48727	y	=	0,571518		x	=	-2,10121	y	=	-2,63046
x	=	-0,661554	y	=	-2,015		x	=	-1,00674	y	=	3,16858
x	=	-3,4132	y	=	1,17359		x	=	-0,0550527	y	=	3,37739
x	=	1,50039	y	=	1,42816		x	=	-3,49946	y	=	3,89733
x	=	0,320673	y	=	-1,07662		x	=	-3,98507	y	=	-0,73792
x	=	0,806769	y	=	0,662746		x	=	3,28034	y	=	3,64257
x	=	-0,598244	y	=	-0,539175		x	=	-3,25582	y	=	-3,86851
x	=	-2,30307	y	=	1,68557		x	=	-2,79965	y	=	-2,66756
x	=	2,07419	y	=	-2,25589		x	=	2,71411	y	=	3,01104
x	=	1,27702	y	=	-1,6362		x	=	0,839084	y	=	-2,81904
x	=	-1,37849	y	=	-0,273118		x	=	-0,0178199	y	=	3,83941
x	=	-2,09974	y	=	-0,763946		x	=	3,27796	y	=	-3,51996
x	=	1,83704	y	=	-1,7665		x	=	-3,2328	y	=	-3,36191
x	=	-2,91892	y	=	1,11809		x	=	-3,1266	y	=	-3,67557
x	=	-2,93765	y	=	-0,160614		x	=	1,98949	y	=	-3,75338
x	=	-0,997405	y	=	-0,836517		x	=	1,38391	y	=	-3,92208
x	=	-3,19091	y	=	0,454928		x	=	-3,36881	y	=	-3,5205
x	=	2,66042	y	=	-1,75496		x	=	-1,26326	y	=	-3,25315
x	=	-3,18871	y	=	0,216434		x	=	1,2649	y	=	-3,17839
x	=	-3,10884	y	=	-0,212025		x	=	3,2293	y	=	-3,07355
x	=	-2,55244	y	=	0,612171		x	=	3,55119	y	=	-2,81937
x	=	-3,43773	y	=	-1,16176		x	=	3,39262	y	=	2,09354
x	=	-3,54957	y	=	1,26998		x	=	-2,84153	y	=	2,31661
x	=	-1,02687	y	=	-1,70372		x	=	-3,18465	y	=	-2,39049
x	=	1,00763	y	=	1,89873		x	=	3,94914	y	=	1,45048
x	=	1,02469	y	=	-0,596579		x	=	3,69037	y	=	2,09153
x	=	2,1894	y	=	2,02541		x	=	2,98445	y	=	3,06091
x	=	-3,69282	y	=	1,13845		x	=	-3,57254	y	=	-1,7129
x	=	-2,33487	y	=	-0,766891		x	=	2,18104	y	=	-2,41398
x	=	-3,77754	y	=	-0,235263		x	=	-0,474399	y	=	-2,86729
x	=	2,87309	y	=	1,20693		x	=	2,73044	y	=	3,77508
x	=	-1,99965	y	=	1,24422		x	=	-2,05607	y	=	-2,51056
x	=	-0,540586	y	=	-2,37774		x	=	1,36234	y	=	3,75579
x	=	-1,90002	y	=	0,702035		x	=	0,495015	y	=	-2,65836
x	=	-0,182492	y	=	-0,994878		x	=	-3,44724	y	=	3,06812
x	=	-2,15381	y	=	-0,630098		x	=	3,56833	y	=	-2,97595
x	=	-0,997003	y	=	2,19923		x	=	-1,94809	y	=	2,61924
x	=	3,14119	y	=	-0,237917		x	=	1,5669	y	=	-3,71204
x	=	1,63434	y	=	-2,17926		x	=	3,54988	y	=	-1,98878
x	=	2,15753	y	=	-1,80826		x	=	-1,9206	y	=	2,68528
x	=	0,846532	y	=	1,41923		x	=	1,0979	y	=	3,16316
x	=	2,19028	y	=	-1,08982		x	=	-1,9821	y	=	-3,92613
x	=	0,827737	y	=	-2,28795		x	=	1,4273	y	=	3,22705
x	=	-2,25849	y	=	2,33024		x	=	3,69529	y	=	2,69574
x	=	-1,52389	y	=	-2,43491		x	=	-1,33848	y	=	3,48037
x	=	2,06206	y	=	0,285699		x	=	-3,5764	y	=	-2,00446
x	=	-0,187983	y	=	1,77465		x	=	3,04262	y	=	-2,73436
x	=	-0,120947	y	=	1,13731		x	=	0,962864	y	=	3,35136
x	=	1,17604	y	=	0,794619		x	=	3,65154	y	=	-1,58255
x	=	-3,72646	y	=	0,320331		x	=	3,29159	y	=	-2,32581
x	=	-0,372127	y	=	0,772445		x	=	1,99144	y	=	-2,94793
